ï»¿Report_Data_Extracted,LTC_Home,City,Beds,Total_LTC_Resident_Deaths
2020-08-16,Anson Place Care Centre,Hagersville,61.0,23
2020-08-16,Arbour Creek Long-Term Care Centre,Hamilton,129.0,0
2020-08-16,Avalon Retirement Centre,Orangeville,137.0,0
2020-08-16,Banwell Gardens Care Centre,Tecumseh,142.0,0
2020-08-16,Bay Ridges,Pickering,124.0,0
2020-08-16,Belmont House,Toronto,140.0,0
2020-08-16,Belmont Long Term Care Facility,Belleville,128.0,0
2020-08-16,Belvedere Heights,Parry Sound,101.0,0
2020-08-16,Bendale Acres,Scarborough,302.0,0
2020-08-16,Bennett Health Care Centre,Georgetown,66.0,0
2020-08-16,Berkshire Care Centre,Windsor,231.0,0
2020-08-16,Bethany Lodge,Markham,128.0,<5
2020-08-16,Billings Court Manor,Burlington,160.0,<5
2020-08-16,Blackadar Continuing Care Centre,Dundas,80.0,0
2020-08-16,Bloomington Cove Care Community,Stouffville,113.0,0
2020-08-16,Blue Water Rest Home,Zurich,65.0,0
2020-08-16,Bonnechere Manor,Renfrew,180.0,0
2020-08-16,Bradford Valley Care Community,Bradford,246.0,12
2020-08-16,Braemar Retirement Centre,Wingham,69.0,0
2020-08-16,Brierwood Gardens,Brantford,79.0,0
2020-08-16,Brucelea Haven Long Term Care Home - Corporation of the County of Bruce,Walkerton,144.0,0
2020-08-16,Burton Manor,Brampton,128.0,12
2020-08-16,CAMA Woodlands Nursing Home,Burlington,134.0,0
2020-08-16,Camilla Care Community,Mississauga,236.0,68
2020-08-16,Carefree Lodge,North York,127.0,0
2020-08-16,Caressant Care Courtland,Courtland,55.0,0
2020-08-16,Caressant Care Fergus Nursing Home,Fergus,87.0,0
2020-08-16,Caressant Care Lindsay Nursing Home,Lindsay,124.0,0
2020-08-16,Caressant Care on Bonnie Place,St Thomas,116.0,0
2020-08-16,Carleton Lodge,Nepean,161.0,0
2020-08-16,Carlingview Manor,Ottawa,303.0,61
2020-08-16,Case Manor Care Community,Bobcaygeon,96.0,0
2020-08-16,Cassellholme,North Bay,240.0,0
2020-08-16,Cawthra Gardens,Mississauga,192.0,0
2020-08-16,Cedarvale Terrace,Toronto,218.0,0
2020-08-16,Cedarwood Village,Simcoe,90.0,0
2020-08-16,Centre d'Accueil Champlain,Vanier,160.0,0
2020-08-16,Centre d'Accueil Roger Seguin,Clarence Creek,113.0,0
2020-08-16,Chartwell Aurora Long Term Care Residence,Aurora,235.0,11
2020-08-16,Chartwell Ballycliffe Long Term Care Residence,Ajax,100.0,32
2020-08-16,Chartwell Brant Centre Long Term Care Residence,Burlington,175.0,0
2020-08-16,Chartwell Elmira Long Term Care Residence,Elmira,48.0,0
2020-08-16,Chartwell Gibson Long Term Care Residence,North York,202.0,9
2020-08-16,Chartwell Pine Grove Long Term Care Residence,Woodbridge,96.0,0
2020-08-16,Chartwell Royal Oak Long Term Care Residence,Kingsville,160.0,0
2020-08-16,Chartwell Trilogy Long Term Care Residence,Scarborough,197.0,0
2020-08-16,Chartwell Waterford Long Term Care Residence,Oakville,168.0,0
2020-08-16,Chartwell Wenleigh Long Term Care Residence,Mississauga,161.0,0
2020-08-16,Chartwell Westbury Long Term Care Residence,Etobicoke,187.0,22
2020-08-16,Chartwell Westmount Long Term Care Residence,Kitchener,160.0,0
2020-08-16,Chartwell White Eagle Long Term Care Residence,Toronto,56.0,12
2020-08-16,Chartwell Woodhaven Long Term Care Residence,Markham,192.0,0
2020-08-16,Chartwell Wynfield Long Term Care Residence,Oshawa,172.0,0
2020-08-16,Chelsey Park,London,247.0,0
2020-08-16,Chester Village,Toronto,203.0,0
2020-08-16,Collingwood Nursing Home,Collingwood,64.0,0
2020-08-16,Columbia Forest,Waterloo,156.0,0
2020-08-16,Cooksville Care Centre,Mississauga,192.0,21
2020-08-16,Copernicus Lodge,Toronto,228.0,0
2020-08-16,Country Terrace,Komoka,120.0,0
2020-08-16,Country Village Homes - Woodslee,Woodslee,104.0,18
2020-08-16,Craiglee Nursing Home,Scarborough,169.0,<5
2020-08-16,Creedan Valley Care Community,Creemore,95.0,0
2020-08-16,Creek Way Village,Burlington,144.0,0
2020-08-16,Crescent Park Lodge,Fort Erie,68.0,0
2020-08-16,Cummer Lodge,North York,391.0,<5
2020-08-16,Deerwood Creek Care Community,Etobicoke,160.0,0
2020-08-16,Dom Lipa,Etobicoke,66.0,0
2020-08-16,Douglas H. Rapelje Lodge,Welland,120.0,0
2020-08-16,Downsview Long Term Care Centre,North York,252.0,64
2020-08-16,Dufferin Oaks,Shelburne,160.0,0
2020-08-16,Dundurn Place Care Centre,Hamilton,201.0,<5
2020-08-16,Eagle Terrace,Newmarket,70.0,<5
2020-08-16,Earls Court Village,London,128.0,0
2020-08-16,Eastholme Home for the Aged,Powassan,128.0,0
2020-08-16,Eatonville Care Centre,Etobicoke,247.0,42
2020-08-16,Ehatare Nursing Home,Scarborough,32.0,0
2020-08-16,Elgin Abbey Nursing Home,Chesley,27.0,0
2020-08-16,Elizabeth Centre,Val Caron,128.0,0
2020-08-16,Elm Grove Living Centre,Toronto,126.0,18
2020-08-16,Elmwood Place,London,90.0,0
2020-08-16,Erin Mills Lodge Nursing Home,Mississauga,86.0,17
2020-08-16,Exeter Villa,Exeter,47.0,0
2020-08-16,Extendicare Bayview,North York,205.0,12
2020-08-16,Extendicare Brampton,Brampton,150.0,<5
2020-08-16,Extendicare Falconbridge,Sudbury,234.0,0
2020-08-16,Extendicare Guildwood,Scarborough,169.0,48
2020-08-16,Extendicare Halton Hills,Georgetown,130.0,0
2020-08-16,Extendicare Hamilton,Hamilton,160.0,0
2020-08-16,Extendicare Lakefield,Lakefield,100.0,0
2020-08-16,Extendicare Laurier Manor,Gloucester,242.0,25
2020-08-16,Extendicare Maple View of Sault Ste. Marie,Sault Ste. Marie,256.0,0
2020-08-16,Extendicare Medex,Ottawa,193.0,0
2020-08-16,Extendicare Oshawa,Oshawa,175.0,0
2020-08-16,Extendicare Rouge Valley,Toronto,192.0,0
2020-08-16,Extendicare Scarborough,Scarborough,154.0,14
2020-08-16,Extendicare Southwood Lakes,Windsor,150.0,0
2020-08-16,Extendicare Starwood,Nepean,192.0,0
2020-08-16,Extendicare Tecumseh,Tecumseh,128.0,0
2020-08-16,Extendicare Timmins,Timmins,180.0,0
2020-08-16,Extendicare West End Villa,Ottawa,242.0,0
2020-08-16,Extendicare York,Sudbury,288.0,0
2020-08-16,Fairview Lodge,Whitby,198.0,0
2020-08-16,Fairview Nursing Home,Toronto,108.0,0
2020-08-16,Faith Manor Nursing Home,Brampton,120.0,<5
2020-08-16,Fenelon Court,Fenelon Falls,67.0,0
2020-08-16,Fieldstone Commons Care Community,Scarborough,224.0,0
2020-08-16,Finlandia Hoivakoti Nursing Home,Sudbury,112.0,0
2020-08-16,Forest Heights,Kitchener,240.0,51
2020-08-16,Fountain View Care Community,East York,158.0,0
2020-08-16,Foyer Des Pionniers,Hearst,67.0,0
2020-08-16,Foyer St-Viateur Nursing Home,Limoges,57.0,0
2020-08-16,Franklin Gardens Long Term Care Home,Leamington,120.0,0
2020-08-16,Fudger House,Toronto,250.0,0
2020-08-16,Garden Court Nursing Home,Etobicoke,45.0,10
2020-08-16,Garden Terrace,Kanata,160.0,0
2020-08-16,Gardenview Long Term Care Home,Townsend,64.0,0
2020-08-16,Garry J. Armstrong Home,Ottawa,180.0,0
2020-08-16,Glebe Centre,Ottawa,254.0,0
2020-08-16,Golden Dawn Nursing Home,Lion's Head,45.0,0
2020-08-16,Golden Manor,Timmins,177.0,0
2020-08-16,Golden Years Nursing Home,Cambridge,88.0,0
2020-08-16,Grace Manor,Brampton,120.0,12
2020-08-16,Grace Villa Nursing Home,Hamilton,184.0,0
2020-08-16,Greenwood Court,Stratford,45.0,<5
2020-08-16,Hallowell House,Picton,97.0,0
2020-08-16,Hampton Terrace Care Centre,Burlington,101.0,0
2020-08-16,Harmony Hills Care Community,East York,160.0,0
2020-08-16,Harold and Grace Baker Centre,Toronto,120.0,16
2020-08-16,Hastings Manor Home for the Aged,Belleville,253.0,<5
2020-08-16,Hawthorn Woods Care Community,Brampton,160.0,0
2020-08-16,Hawthorne Place Care Centre,North York,269.0,51
2020-08-16,Helen Henderson Nursing Home,Amherstview,104.0,0
2020-08-16,Hellenic Care for Seniors (Toronto),Toronto,81.0,0
2020-08-16,Hellenic Home - Scarborough,Scarborough,128.0,15
2020-08-16,Henley Place,London,192.0,0
2020-08-16,Heritage Green Nursing Home,Stoney Creek,167.0,<5
2020-08-16,Heron Terrace Long Term Care Community,Windsor,140.0,25
2020-08-16,Hillsdale Estates,Oshawa,300.0,0
2020-08-16,Hillsdale Terraces,Oshawa,200.0,13
2020-08-16,Hillside Manor,Stratford,90.0,0
2020-08-16,Hogarth Riverview Manor,Thunder Bay,543.0,0
2020-08-16,Humber Valley Terrace,Etobicoke (Rexdale),158.0,36
2020-08-16,Idlewyld Manor,Hamilton,192.0,0
2020-08-16,Ina Grafton Gage Home,Scarborough,128.0,31
2020-08-16,IOOF Seniors Home,Barrie,182.0,0
2020-08-16,Isabel and Arthur Meighen Manor,Toronto,168.0,48
2020-08-16,Ivan Franko Home (Etobicoke),Toronto,85.0,0
2020-08-16,Kennedy Lodge,Scarborough,289.0,0
2020-08-16,Kensington Village,London,78.0,7
2020-08-16,Kilean Lodge,Grimsby,50.0,0
2020-08-16,Kristus Darzs Latvian Home,Woodbridge,100.0,11
2020-08-16,Labdara Lithuanian Nursing Home,Etobicoke,90.0,0
2020-08-16,Lakeshore Lodge,Etobicoke,150.0,12
2020-08-16,Lakeview Manor,Beaverton,149.0,0
2020-08-16,Lambton Meadowview Villa,Petrolia,125.0,0
2020-08-16,Lanark Heights Long Term Care Centre,Kitchener,160.0,0
2020-08-16,Lanark Lodge,Perth,163.0,0
2020-08-16,Leamington Mennonite Home Long Term Care Residence,Leamington,84.0,0
2020-08-16,Linhaven,St. Catharines,248.0,0
2020-08-16,Macassa  Lodge,Hamilton,270.0,0
2020-08-16,Mackenzie Health Long Term Care Facility,Richmond Hill,168.0,0
2020-08-16,MacKenzie Place,Newmarket,93.0,15
2020-08-16,Madonna Care Community,Orleans,160.0,46
2020-08-16,Main Street Terrace,Toronto,150.0,0
2020-08-16,Maitland Manor,Goderich,91.0,0
2020-08-16,Malton Village Long Term Care Centre,Mississauga,160.0,0
2020-08-16,Manitoulin Lodge,Gore Bay,62.0,0
2020-08-16,Manoir Marochel,Ottawa,64.0,9
2020-08-16,Maple Grove Care Community,Brampton,160.0,<5
2020-08-16,Maple View,Owen Sound,29.0,0
2020-08-16,Maple View Lodge,Athens,60.0,0
2020-08-16,Maplewood,Brighton,49.0,0
2020-08-16,Markhaven,Markham,96.0,17
2020-08-16,Marshall Gowland Manor,Sarnia,126.0,0
2020-08-16,Maxville Manor,Maxville,122.0,0
2020-08-16,Maynard Nursing Home,Toronto,77.0,0
2020-08-16,McCall Centre Long Term Care Interim Unit,Etobicoke,21.0,0
2020-08-16,Meadow Park (London),London,126.0,<5
2020-08-16,Mennonite Brethren Senior Citizens Home,St. Catharines,128.0,0
2020-08-16,Midland Gardens Care Community,Scarborough,299.0,42
2020-08-16,Miramichi Lodge,Pembroke,166.0,0
2020-08-16,Moira Place Long-Term Care Home,Tweed,128.0,0
2020-08-16,Mon Sheong Home for the Aged,Toronto,105.0,33
2020-08-16,Mon Sheong Scarborough Long Term Care Centre,Scarborough,160.0,0
2020-08-16,Montfort,Ottawa,128.0,30
2020-08-16,Mount Hope Centre for Long Term Care,London,394.0,0
2020-08-16,Nisbet Lodge,Toronto,103.0,8
2020-08-16,North Park Nursing Home,North York,75.0,0
2020-08-16,Northridge,Oakville,133.0,0
2020-08-16,Northview Nursing Home,Englehart,48.0,0
2020-08-16,Norview Lodge,Simcoe,179.0,0
2020-08-16,Norwood Nursing Home,Toronto,60.0,0
2020-08-16,Orchard Villa,Pickering,233.0,70
2020-08-16,Owen Hill Care Community,Barrie,57.0,12
2020-08-16,Parkview Manor Health Care Centre,Chesley,34.0,0
2020-08-16,Parkwood Mennonite Home,Waterloo,96.0,0
2020-08-16,Peel Manor,Brampton,177.0,<5
2020-08-16,peopleCare Hilltop Manor Cambridge,Cambridge,185.0,0
2020-08-16,peopleCare Oakcrossing London,London,160.0,0
2020-08-16,Peter D. Clark Centre,Ottawa,216.0,8
2020-08-16,Pinecrest (Plantagenet),Plantagenet,60.0,11
2020-08-16,Pinecrest Nursing Home (Bobcaygeon),Bobcaygeon,65.0,29
2020-08-16,Pinehaven Nursing Home,Waterloo,84.0,0
2020-08-16,Pioneer Manor,Sudbury,433.0,0
2020-08-16,Post Inn Village,Oakville,228.0,0
2020-08-16,Providence Healthcare,Scarborough,288.0,<5
2020-08-16,Providence Manor,Kingston,243.0,0
2020-08-16,ReachView Village,Uxbridge,100.0,17
2020-08-16,Regency Park Long Term Care Home,Windsor,72.0,0
2020-08-16,Regina Gardens,Hamilton,128.0,0
2020-08-16,Residence Saint-Louis,Ottawa,198.0,9
2020-08-16,River Glen Haven Nursing Home,Sutton West,119.0,36
2020-08-16,Riverside Place,Windsor,96.0,0
2020-08-16,Riverview Gardens,Chatham,320.0,0
2020-08-16,Riverview Manor Nursing Home,Peterborough,124.0,0
2020-08-16,Rockcliffe Care Community,Scarborough,204.0,0
2020-08-16,Rosebridge Manor,Jasper,78.0,0
2020-08-16,Royal Rose Place,Welland,96.0,20
2020-08-16,Royal Terrace,Palmerston,67.0,0
2020-08-16,Saint Luke's Place,Cambridge,114.0,0
2020-08-16,Secord Trails Care Community,Ingersoll,80.0,0
2020-08-16,Seven Oaks,Scarborough,249.0,41
2020-08-16,Shalom Manor Long Term Care Home,Grimsby,144.0,0
2020-08-16,Shelburne Long Term Care Home,Shelburne,60.0,18
2020-08-16,Shepherd Lodge,Toronto,252.0,0
2020-08-16,Sherbourne Place,Toronto,126.0,19
2020-08-16,Sheridan Villa,Mississauga,142.0,<5
2020-08-16,Sherwood Court Long Term Care Centre,Maple,96.0,0
2020-08-16,Silverthorn Care Community,Mississauga,160.0,0
2020-08-16,Simcoe Manor Home for the Aged,Beeton,126.0,0
2020-08-16,South Centennial Manor,Iroquois Falls,69.0,0
2020-08-16,Spencer House,Orillia,160.0,0
2020-08-16,Sprucedale Care Centre,Strathroy,96.0,0
2020-08-16,St. Andrew's Terrace Long Term Care Community,Cambridge,128.0,0
2020-08-16,St. Clair O'Connor Community Nursing Home,East York,25.0,8
2020-08-16,St. Gabriel's Villa of Sudbury,Chelmsford,128.0,0
2020-08-16,St. George Care Community,Toronto,238.0,0
2020-08-16,St. Joseph's at Fleming,Peterborough,200.0,<5
2020-08-16,St. Joseph's Continuing Care Centre,Cornwall,150.0,0
2020-08-16,St. Joseph's Lifecare Centre,Brantford,205.0,0
2020-08-16,"St. Joseph's Villa, Dundas",Dundas,425.0,0
2020-08-16,"St. Joseph's Villa, Sudbury",Sudbury,128.0,<5
2020-08-16,St. Patrick's Home,Ottawa,288.0,<5
2020-08-16,Stayner Care Centre,Stayner,49.0,0
2020-08-16,Stirling Heights,Cambridge,110.0,0
2020-08-16,Stoneridge Manor,Carleton Place,60.0,6
2020-08-16,Strathcona Long Term Care,Mount Forest,87.0,0
2020-08-16,Sumac Lodge,Sarnia,100.0,0
2020-08-16,Sun Parlor Home for Senior Citizens,Leamington,206.0,<5
2020-08-16,Sunnycrest Nursing Home,Whitby,136.0,0
2020-08-16,Sunnyside Home,Kitchener,263.0,0
2020-08-16,Tall Pines Long Term Care Centre,Brampton,160.0,0
2020-08-16,Telfer Place,Paris,45.0,0
2020-08-16,Temiskaming Lodge,Haileybury,83.0,0
2020-08-16,The Elliott Long Term Care Residence,Guelph,85.0,0
2020-08-16,The Henley House,St. Catharines,160.0,0
2020-08-16,The Jewish Home for the Aged,North York,472.0,<5
2020-08-16,The Kensington Gardens,Toronto,350.0,8
2020-08-16,The Norfolk Hospital Nursing Home,Simcoe,80.0,0
2020-08-16,The O'Neill Centre,Toronto,162.0,0
2020-08-16,The Perley and Rideau Veterans' Health Centre,Ottawa,450.0,12
2020-08-16,The Village at St. Clair,Windsor,256.0,0
2020-08-16,The Village at University Gates,Waterloo,192.0,0
2020-08-16,The Village of Aspen Lake,Windsor,192.0,0
2020-08-16,The Village of Humber Heights,Etobicoke,192.0,23
2020-08-16,The Village of Riverside Glen,Guelph,192.0,0
2020-08-16,The Village of Taunton Mills,Whitby,120.0,0
2020-08-16,The Village of Wentworth Heights,Hamilton,120.0,0
2020-08-16,The Village of Winston Park,Kitchener,95.0,0
2020-08-16,The Wexford,Scarborough,166.0,0
2020-08-16,The Woodlands of Sunset,Welland,121.0,0
2020-08-16,Thompson House,North York,136.0,0
2020-08-16,Thorntonview,Oshawa,154.0,0
2020-08-16,Tony Stacey Centre for Veterans' Care,Toronto,100.0,0
2020-08-16,Trillium Court,Kincardine,40.0,0
2020-08-16,Trinity Village Care Centre,Kitchener,150.0,18
2020-08-16,True Davidson Acres,Toronto,187.0,<5
2020-08-16,Tufford Nursing Home,St. Catharines,64.0,0
2020-08-16,Tullamore Care Community,Brampton,159.0,0
2020-08-16,Twin Oaks of Maryhill,Maryhill,31.0,0
2020-08-16,Ukrainian Canadian Care Centre,Etobicoke,152.0,10
2020-08-16,Union Villa,Unionville,160.0,0
2020-08-16,Valleyview Residence,North York,174.0,<5
2020-08-16,Vermont Square,Toronto,130.0,0
2020-08-16,Villa Colombo Homes for the Aged,Toronto,391.0,33
2020-08-16,Villa Colombo Seniors Centre (Vaughan),Vaughan,160.0,21
2020-08-16,Villa Forum,Mississauga,160.0,10
2020-08-16,Villa Leonardo Gambin,Woodbridge,168.0,12
2020-08-16,Vision Nursing Home,Sarnia,146.0,10
2020-08-16,Waters Edge Care Community,North Bay,148.0,0
2020-08-16,Wellesley Central Place,Toronto,150.0,10
2020-08-16,Wellington Terrace Long-Term Care Home,Fergus,176.0,0
2020-08-16,Wentworth Lodge,Dundas,160.0,0
2020-08-16,Wesburn Manor,Etobicoke,192.0,<5
2020-08-16,West Oak Village,Oakville,133.0,0
2020-08-16,West Park Health Centre,St. Catharines,101.0,<5
2020-08-16,West Park Long Term Care Centre,Toronto,200.0,30
2020-08-16,Westmount Gardens Long Term Care Home,London,160.0,0
2020-08-16,Weston Terrace Care Community,Toronto,224.0,34
2020-08-16,Westside,Etobicoke,242.0,<5
2020-08-16,Wikwemikong Nursing Home,Wikwemikong,59.0,0
2020-08-16,Winbourne Park,Ajax,110.0,0
2020-08-16,Woodbridge Vista Care Community,Woodbridge,224.0,31
2020-08-16,Woodhall Park Care Community,Brampton,147.0,0
2020-08-16,Woodland Villa,Long Sault,111.0,0
2020-08-16,Woods Park Care Centre,Barrie,123.0,0
2020-08-16,Wyndham Manor Long Term Care Centre,Oakville,128.0,0
2020-08-16,Yee Hong Centre - Markham,Markham,200.0,0
2020-08-16,Yee Hong Centre - Mississauga,Mississauga,200.0,0
2020-08-16,Yee Hong Centre - Scarborough Finch,Scarborough,250.0,0
2020-08-16,Yee Hong Centre - Scarborough McNicoll,Scarborough,155.0,0
2020-08-17,Afton Park Place Long Term Care Community,Sarnia,128.0,0
2020-08-17,"Albright Gardens Homes, Incorporated",Beamsville,231.0,0
2020-08-17,Alexander Place,Waterdown,128.0,0
2020-08-17,Allendale,Milton,200.0,0
2020-08-17,Almonte Country Haven,Almonte,82.0,29
2020-08-17,Altamont Care Community,Scarborough,159.0,53
2020-08-17,Anson Place Care Centre,Hagersville,61.0,23
2020-08-17,Arbour Creek Long-Term Care Centre,Hamilton,129.0,0
2020-08-17,Avalon Retirement Centre,Orangeville,137.0,0
2020-08-17,Banwell Gardens Care Centre,Tecumseh,142.0,0
2020-08-17,Bay Ridges,Pickering,124.0,0
2020-08-17,Belmont House,Toronto,140.0,0
2020-08-17,Belmont Long Term Care Facility,Belleville,128.0,0
2020-08-17,Belvedere Heights,Parry Sound,101.0,0
2020-08-17,Bendale Acres,Scarborough,302.0,0
2020-08-17,Bennett Health Care Centre,Georgetown,66.0,0
2020-08-17,Berkshire Care Centre,Windsor,231.0,0
2020-08-17,Bethany Lodge,Markham,128.0,<5
2020-08-17,Billings Court Manor,Burlington,160.0,<5
2020-08-17,Blackadar Continuing Care Centre,Dundas,80.0,0
2020-08-17,Bloomington Cove Care Community,Stouffville,113.0,0
2020-08-17,Blue Water Rest Home,Zurich,65.0,0
2020-08-17,Bonnechere Manor,Renfrew,180.0,0
2020-08-17,Bradford Valley Care Community,Bradford,246.0,12
2020-08-17,Braemar Retirement Centre,Wingham,69.0,0
2020-08-17,Brierwood Gardens,Brantford,79.0,0
2020-08-17,Brucelea Haven Long Term Care Home - Corporation of the County of Bruce,Walkerton,144.0,0
2020-08-17,Burton Manor,Brampton,128.0,12
2020-08-17,CAMA Woodlands Nursing Home,Burlington,134.0,0
2020-08-17,Camilla Care Community,Mississauga,236.0,68
2020-08-17,Carefree Lodge,North York,127.0,0
2020-08-17,Caressant Care Courtland,Courtland,55.0,0
2020-08-17,Caressant Care Fergus Nursing Home,Fergus,87.0,0
2020-08-17,Caressant Care Lindsay Nursing Home,Lindsay,124.0,0
2020-08-17,Caressant Care on Bonnie Place,St Thomas,116.0,0
2020-08-17,Carleton Lodge,Nepean,161.0,0
2020-08-17,Carlingview Manor,Ottawa,303.0,61
2020-08-17,Case Manor Care Community,Bobcaygeon,96.0,0
2020-08-17,Cassellholme,North Bay,240.0,0
2020-08-17,Cawthra Gardens,Mississauga,192.0,0
2020-08-17,Cedarvale Terrace,Toronto,218.0,0
2020-08-17,Cedarwood Village,Simcoe,90.0,0
2020-08-17,Centre d'Accueil Champlain,Vanier,160.0,0
2020-08-17,Centre d'Accueil Roger Seguin,Clarence Creek,113.0,0
2020-08-17,Chartwell Aurora Long Term Care Residence,Aurora,235.0,11
2020-08-17,Chartwell Ballycliffe Long Term Care Residence,Ajax,100.0,32
2020-08-17,Chartwell Brant Centre Long Term Care Residence,Burlington,175.0,0
2020-08-17,Chartwell Elmira Long Term Care Residence,Elmira,48.0,0
2020-08-17,Chartwell Gibson Long Term Care Residence,North York,202.0,9
2020-08-17,Chartwell Pine Grove Long Term Care Residence,Woodbridge,96.0,0
2020-08-17,Chartwell Royal Oak Long Term Care Residence,Kingsville,160.0,0
2020-08-17,Chartwell Trilogy Long Term Care Residence,Scarborough,197.0,0
2020-08-17,Chartwell Waterford Long Term Care Residence,Oakville,168.0,0
2020-08-17,Chartwell Wenleigh Long Term Care Residence,Mississauga,161.0,0
2020-08-17,Chartwell Westbury Long Term Care Residence,Etobicoke,187.0,22
2020-08-17,Chartwell Westmount Long Term Care Residence,Kitchener,160.0,0
2020-08-17,Chartwell White Eagle Long Term Care Residence,Toronto,56.0,12
2020-08-17,Chartwell Woodhaven Long Term Care Residence,Markham,192.0,0
2020-08-17,Chartwell Wynfield Long Term Care Residence,Oshawa,172.0,0
2020-08-17,Chelsey Park,London,247.0,0
2020-08-17,Chester Village,Toronto,203.0,0
2020-08-17,Collingwood Nursing Home,Collingwood,64.0,0
2020-08-17,Columbia Forest,Waterloo,156.0,0
2020-08-17,Cooksville Care Centre,Mississauga,192.0,21
2020-08-17,Copernicus Lodge,Toronto,228.0,0
2020-08-17,Country Terrace,Komoka,120.0,0
2020-08-17,Country Village Homes - Woodslee,Woodslee,104.0,18
2020-08-17,Craiglee Nursing Home,Scarborough,169.0,<5
2020-08-17,Creedan Valley Care Community,Creemore,95.0,0
2020-08-17,Creek Way Village,Burlington,144.0,0
2020-08-17,Crescent Park Lodge,Fort Erie,68.0,0
2020-08-17,Cummer Lodge,North York,391.0,<5
2020-08-17,Deerwood Creek Care Community,Etobicoke,160.0,0
2020-08-17,Dom Lipa,Etobicoke,66.0,0
2020-08-17,Douglas H. Rapelje Lodge,Welland,120.0,0
2020-08-17,Downsview Long Term Care Centre,North York,252.0,64
